Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,day,month,year,season
2015-01-12,251.36293333333336,305.43466666666666,104.18453333333332,75.65013333333333,118.79493333333333,24.855466666666665,4.846426666666667,49.08133333333333,100.04266666666666,10.049626666666667,15.987680000000001,4.861466666666667,257.09413333333333,12,1,2015,Winter
2015-01-13,249.244,301.0498666666667,104.44213333333335,72.704,122.08346666666668,25.512533333333334,5.21328,48.845333333333336,98.73066666666666,9.726853333333334,14.16288,5.053146666666667,255.80853333333332,13,1,2015,Winter
2015-01-14,254.74,303.59866666666665,100.19626666666666,71.3368,130.636,25.8456,4.964133333333333,51.065599999999996,99.64933333333333,10.29112,14.32912,4.844186666666666,258.57306666666665,14,1,2015,Winter
2015-01-15,252.06373333333332,293.456,99.7384,77.44933333333333,131.2456,25.560533333333336,4.923066666666667,51.17146666666667,98.63066666666667,9.93832,15.270346666666667,4.898773333333334,253.62613333333334,15,1,2015,Winter
2015-01-16,247.90906666666666,311.57093333333336,104.44053333333332,74.78346666666667,120.63626666666666,24.904,4.9911200000000004,49.389599999999994,104.6696,9.952026666666667,15.01288,5.085626666666666,247.57680000000002,16,1,2015,Winter
2015-01-17,245.33973333333333,295.08346666666665,104.70880000000001,71.57733333333333,132.2264,25.06586666666667,4.931093333333334,50.73493333333333,103.02053333333332,10.192053333333334,15.323466666666667,5.264213333333333,245.3962666666667,17,1,2015,Winter
2015-01-18,247.84746666666666,298.3845333333333,98.4712,73.01146666666666,128.36853333333332,25.7632,4.880746666666667,50.378400000000006,102.25813333333335,10.014213333333332,15.069706666666667,5.04688,250.11866666666666,18,1,2015,Winter
2015-01-19,250.8272,311.02160000000003,97.55040000000001,76.93146666666667,125.31013333333334,24.676533333333335,4.948506666666667,51.59893333333333,103.25706666666667,10.020346666666667,14.074986666666666,5.073706666666667,258.6141333333333,19,1,2015,Winter
2015-01-20,248.32,316.3093333333333,99.84,74.52053333333333,128.9872,24.451466666666665,4.815626666666667,49.69733333333333,98.74906666666666,10.144186666666666,14.686079999999999,5.161653333333333,235.1448,20,1,2015,Winter
2015-01-21,253.77493333333334,299.19280000000003,100.84746666666668,74.22453333333334,125.33573333333334,26.280533333333334,4.8204,51.15893333333333,100.17573333333334,10.089013333333334,14.35864,4.834373333333334,240.36426666666668,21,1,2015,Winter
2015-01-22,244.07946666666666,296.3290666666667,101.94106666666667,74.57546666666667,120.73573333333334,25.5912,5.1776,51.7176,95.06586666666666,9.914426666666666,14.987813333333333,5.1184,247.53733333333332,22,1,2015,Winter
2015-01-23,250.3136,319.9712,103.52613333333333,77.25253333333333,131.80133333333333,24.4296,4.969333333333333,50.3936,99.93146666666668,9.417093333333334,15.546586666666668,4.706746666666667,250.9685333333333,23,1,2015,Winter
2015-01-24,254.99626666666668,302.41253333333333,98.92346666666667,78.19813333333333,121.06053333333332,25.874666666666666,5.33896,48.17093333333333,103.08026666666666,10.082053333333333,14.852106666666666,5.246053333333333,256.48266666666666,24,1,2015,Winter
2015-01-25,254.79173333333333,314.324,100.08213333333335,76.36240000000001,122.312,24.634933333333333,5.078346666666667,49.85093333333333,104.18746666666668,10.4124,15.189626666666665,5.23664,244.664,25,1,2015,Winter
2015-01-26,248.4077333333333,294.07706666666667,105.80186666666665,74.53333333333333,119.98746666666668,24.7288,5.0871200000000005,50.30106666666667,98.82319999999999,10.176746666666666,14.837973333333332,4.860693333333333,249.52933333333334,26,1,2015,Winter
2015-01-27,256.00346666666667,294.7536,99.2936,75.288,131.77786666666665,25.387200000000004,5.172373333333334,50.424,96.88773333333334,9.601546666666666,14.932426666666666,5.32784,244.17680000000001,27,1,2015,Winter
2015-01-28,245.99093333333334,300.0466666666667,103.6656,76.77040000000001,127.33359999999999,22.893066666666666,5.22224,51.360533333333336,102.74826666666667,10.20288,15.01752,5.072426666666667,261.3968,28,1,2015,Winter
2015-01-29,248.08186666666666,297.4773333333333,102.40746666666668,72.36186666666667,123.92773333333334,26.145333333333333,5.106026666666667,52.48746666666666,99.28293333333333,9.784586666666666,14.972800000000001,5.0808,254.49706666666665,29,1,2015,Winter
2015-01-30,251.6832,288.1469333333333,100.0064,77.08826666666667,129.752,23.9224,4.948453333333333,50.31413333333333,100.92240000000001,10.164453333333334,15.36368,5.063893333333334,253.86853333333332,30,1,2015,Winter
2015-01-31,251.50827586206896,282.71241379310345,103.22137931034483,71.51931034482759,114.2544827586207,24.266206896551722,5.11696551724138,52.255172413793105,104.49172413793103,9.315793103448275,15.332758620689654,4.733586206896552,243.21172413793101,31,1,2015,Winter
2015-02-01,253.24814814814815,300.13259259259263,96.97925925925927,70.55703703703705,133.9059259259259,26.519259259259258,5.158814814814815,47.55555555555556,96.83851851851853,10.021925925925926,15.723851851851851,4.728814814814815,247.86296296296297,1,2,2015,Winter
2015-02-02,256.57629629629633,333.32,96.53481481481482,71.73481481481483,120.4874074074074,22.759999999999998,5.111259259259259,49.622962962962966,96.86,10.339037037037038,15.21074074074074,4.803999999999999,252.9496296296296,2,2,2015,Winter
2015-02-03,265.23777777777775,294.00148148148145,96.06814814814815,72.3488888888889,125.84296296296296,25.22888888888889,5.112888888888889,47.237037037037034,101.87333333333333,10.322666666666667,16.840888888888887,4.319111111111112,252.1074074074074,3,2,2015,Winter
2015-02-04,247.07703703703706,282.3622222222222,109.32962962962964,73.15481481481481,122.96444444444445,26.404444444444444,4.974148148148148,51.644444444444446,101.52444444444444,9.452592592592591,16.01525925925926,4.824518518518518,233.1948148148148,4,2,2015,Winter
2015-02-05,252.0762962962963,316.28370370370374,86.46222222222222,79.06740740740742,131.80962962962963,25.45851851851852,5.032518518518518,50.48814814814815,104.06888888888888,10.307555555555556,15.799407407407408,4.639333333333333,240.58444444444444,5,2,2015,Winter
2015-02-06,251.01333333333335,283.92296296296297,102.67407407407407,77.10592592592592,112.78074074074074,24.912592592592592,4.952740740740741,50.595555555555556,105.13185185185185,9.532,15.054296296296295,4.7134074074074075,244.47555555555553,6,2,2015,Winter
2015-02-07,228.7962962962963,292.2496296296296,101.30888888888889,80.05333333333334,119.4088888888889,25.848888888888887,4.8945185185185185,50.16518518518519,97.45851851851852,10.164814814814815,15.063185185185185,5.0071111111111115,247.66296296296295,7,2,2015,Winter
2015-02-08,252.22814814814816,322.44074074074075,104.46962962962962,78.68074074074073,137.3748148148148,25.635555555555555,4.936444444444444,49.776296296296294,103.1525925925926,10.057111111111112,14.587259259259259,5.115925925925926,261.85555555555555,8,2,2015,Winter
2015-02-09,224.66518518518518,308.1385185185185,98.6474074074074,73.79851851851852,131.3,25.686666666666664,4.780222222222222,50.434814814814814,96.69407407407408,9.860148148148147,15.474814814814815,5.132148148148149,248.22740740740738,9,2,2015,Winter
2015-02-10,265.5074074074074,295.1022222222222,99.98444444444443,72.32000000000001,128.94444444444446,27.055555555555557,5.182444444444444,48.925925925925924,108.60296296296296,10.07325925925926,13.763925925925927,5.134814814814815,238.9777777777778,10,2,2015,Winter
2015-02-11,243.87703703703704,306.28444444444443,107.11703703703704,77.92814814814814,127.82814814814814,24.593333333333334,5.479481481481481,44.95481481481481,91.38888888888889,9.99874074074074,14.421851851851851,4.953333333333334,254.51481481481483,11,2,2015,Winter
2015-02-12,246.85333333333332,290.52962962962965,97.85851851851852,79.46814814814816,121.09185185185184,26.535555555555558,4.944962962962963,48.278518518518524,107.12370370370371,10.562222222222223,14.504814814814816,5.188518518518519,263.0644444444444,12,2,2015,Winter
2015-02-13,241.93777777777777,271.42962962962963,105.08148148148148,76.0837037037037,103.26074074074074,23.683703703703706,5.12837037037037,54.882962962962964,96.3837037037037,10.91088888888889,15.654,5.038592592592593,247.25555555555556,13,2,2015,Winter
2015-02-14,267.3777777777778,300.82,104.27703703703703,81.43407407407408,127.37407407407407,26.4237037037037,5.086666666666667,51.71111111111111,106.9837037037037,10.548888888888888,15.086074074074073,4.534518518518518,263.71333333333337,14,2,2015,Winter
2015-02-15,245.31259259259258,258.54148148148147,101.76962962962963,70.1525925925926,126.81555555555555,24.605925925925927,5.431777777777778,47.60148148148148,99.68296296296297,9.88562962962963,14.379851851851852,5.246148148148149,239.35185185185185,15,2,2015,Winter
2015-02-16,248.21185185185183,281.2962962962963,99.83407407407408,76.30074074074075,131.92444444444445,27.85925925925926,4.980370370370371,50.25555555555555,93.72666666666667,9.857481481481482,16.577851851851854,5.108370370370371,221.24444444444444,16,2,2015,Winter
2015-02-17,250.33555555555557,307.0711111111111,105.99333333333334,71.6,134.0562962962963,24.43925925925926,5.231481481481482,53.848888888888894,104.84666666666666,9.501777777777777,14.624148148148148,4.901111111111111,249.05555555555554,17,2,2015,Winter
2015-02-18,245.06444444444443,278.8622222222222,103.77777777777777,76.92370370370371,134.2362962962963,23.68740740740741,5.024148148148148,47.355555555555554,94.36888888888889,10.157407407407407,14.847259259259259,5.063333333333333,245.17777777777778,18,2,2015,Winter
2015-02-19,273.8562962962963,317.82,83.10740740740741,71.71407407407408,114.18666666666667,25.631851851851852,4.4314074074074075,54.737037037037034,94.24,9.535777777777778,16.343925925925923,5.284592592592593,245.44,19,2,2015,Winter
2015-02-20,271.1666666666667,333.53777777777776,97.78,70.17555555555556,123.02592592592593,25.87851851851852,4.7042222222222225,51.165925925925926,93.45407407407407,10.124222222222222,14.909555555555555,5.118222222222222,233.25555555555556,20,2,2015,Winter
2015-02-21,263.9651851851852,305.2496296296296,97.20814814814815,82.47111111111111,116.40962962962962,25.8,5.072444444444444,55.99851851851852,100.76148148148148,10.290296296296297,14.686962962962964,5.1605185185185185,243.98888888888888,21,2,2015,Winter
2015-02-22,262.78222222222223,299.5,98.06444444444445,73.35407407407406,124.8748148148148,24.59037037037037,4.974,51.08222222222223,97.91925925925926,10.536222222222223,15.646148148148148,5.178518518518518,251.24444444444444,22,2,2015,Winter
2015-02-23,263.142962962963,274.9637037037037,105.20666666666666,77.2325925925926,124.33333333333333,24.202222222222222,5.378074074074074,47.848888888888894,100.87555555555556,9.517259259259259,15.647703703703703,5.481481481481482,239.09333333333333,23,2,2015,Winter
2015-02-24,227.3837037037037,297.0859259259259,96.94148148148149,72.9037037037037,123.38148148148149,23.934074074074072,4.810888888888889,52.10592592592593,100.48666666666668,10.11214814814815,15.320518518518519,4.985407407407407,242.28148148148148,24,2,2015,Winter
2015-02-25,240.56962962962965,296.13259259259263,102.20814814814815,76.81407407407407,132.76222222222222,25.233333333333334,5.252,52.974074074074075,105.35111111111111,10.441407407407407,15.962592592592591,4.8806666666666665,241.32222222222222,25,2,2015,Winter
2015-02-26,228.57777777777778,280.50296296296295,98.74296296296296,75.13037037037037,122.81407407407409,25.89925925925926,4.958148148148148,51.480740740740735,106.67777777777778,9.641185185185185,15.455703703703703,4.938,244.24518518518516,26,2,2015,Winter
2015-02-27,246.3177777777778,299.93333333333334,101.76296296296296,72.75259259259259,119.32222222222222,25.43037037037037,4.914962962962963,52.20814814814815,100.44,9.69451851851852,15.442444444444444,4.7647407407407405,248.4422222222222,27,2,2015,Winter
2015-02-28,243.8162962962963,307.1837037037037,103.14296296296295,71.68814814814814,124.6088888888889,24.59111111111111,4.918074074074075,46.52148148148148,101.12962962962963,9.840296296296296,15.549703703703704,4.9837037037037035,249.15925925925927,28,2,2015,Winter
2015-03-01,241.16444444444446,309.19851851851854,107.90592592592591,78.40814814814816,128.55037037037036,22.96,4.775037037037037,49.528888888888886,106.14888888888889,10.257555555555555,15.777481481481482,5.092888888888889,245.3740740740741,1,3,2015,Spring
2015-03-02,244.6785185185185,281.4362962962963,103.39037037037038,75.06740740740742,133.56296296296296,27.625925925925927,5.335407407407407,50.51777777777777,97.87185185185186,10.802666666666665,16.32422222222222,4.914,244.08296296296294,2,3,2015,Spring
2015-03-03,265.24888888888887,285.32444444444445,101.71185185185186,81.88,120.17037037037036,23.785185185185185,4.980370370370371,51.84074074074074,100.70962962962962,8.947851851851851,14.544222222222222,4.872444444444445,248.26296296296297,3,3,2015,Spring
2015-03-04,255.06814814814814,310.4422222222222,96.18666666666667,72.72074074074075,117.29777777777778,25.54888888888889,4.876444444444445,48.72518518518518,100.44518518518518,10.080740740740742,15.202592592592591,4.948666666666667,228.98222222222225,4,3,2015,Spring
2015-03-05,242.3177777777778,315.8422222222222,107.08962962962963,70.95481481481481,133.0725925925926,25.115555555555556,5.328222222222222,50.6,106.27555555555556,9.878148148148147,15.444222222222221,4.928148148148148,248.45925925925926,5,3,2015,Spring
2015-03-06,257.65259259259255,293.3059259259259,104.2088888888889,77.14888888888889,127.3748148148148,23.094074074074072,4.848074074074074,50.69111111111111,100.35185185185185,10.34674074074074,15.709777777777779,4.631925925925925,246.56592592592594,6,3,2015,Spring
2015-03-07,227.33185185185184,293.81703703703704,93.13111111111111,74.26444444444445,125.21555555555554,25.774074074074075,5.05362962962963,46.37777777777778,101.18666666666667,10.933703703703703,14.64637037037037,4.695925925925926,237.21037037037038,7,3,2015,Spring
2015-03-08,244.64074074074074,314.6674074074074,102.1948148148148,70.40962962962962,121.73407407407406,23.435555555555556,5.034962962962963,49.19925925925926,104.51037037037037,10.132074074074074,14.58037037037037,5.30437037037037,256.26296296296294,8,3,2015,Spring
2015-03-09,268.0348148148148,317.8992592592593,97.16444444444446,73.41407407407407,134.77925925925928,23.82296296296296,5.311555555555556,48.21259259259259,104.35629629629629,9.73948148148148,13.840444444444445,4.948296296296296,248.0222222222222,9,3,2015,Spring
2015-03-10,260.9962962962963,299.4074074074074,100.74518518518519,74.80740740740741,126.94296296296295,25.324444444444445,5.386962962962963,51.31111111111111,99.57333333333334,9.557703703703703,14.599185185185187,4.854148148148148,238.15407407407406,10,3,2015,Spring
2015-03-11,246.6311111111111,302.4281481481482,104.43185185185185,72.97037037037038,127.50074074074072,24.11777777777778,4.774666666666667,48.446666666666665,100.28666666666668,9.274888888888889,14.699185185185186,5.007555555555555,217.47333333333336,11,3,2015,Spring
2015-03-12,251.81703703703707,291.0437037037037,97.78962962962963,65.81185185185186,128.1,26.618518518518517,5.09637037037037,50.14222222222222,101.92222222222222,9.671037037037037,13.71577777777778,5.319703703703704,252.35851851851854,12,3,2015,Spring
2015-03-13,271.44444444444446,318.4822222222222,102.62888888888888,78.12592592592593,125.87629629629629,22.793333333333333,4.523555555555555,46.16074074074074,104.5962962962963,10.239851851851853,15.219777777777779,4.940592592592592,229.72222222222223,13,3,2015,Spring
2015-03-14,253.4762962962963,321.4866666666666,94.94740740740741,74.34444444444445,121.90074074074073,24.665185185185187,5.356518518518518,51.17925925925926,109.49555555555555,9.360888888888889,14.257333333333333,5.180666666666666,244.09111111111113,14,3,2015,Spring
2015-03-15,238.4674074074074,295.79777777777775,95.95703703703704,80.02592592592593,117.52000000000001,27.045925925925925,5.1608888888888895,52.95185185185185,102.11777777777777,9.834444444444445,13.89925925925926,5.141481481481482,233.2948148148148,15,3,2015,Spring
2015-03-16,232.99703703703702,295.0503703703704,104.80888888888889,76.5874074074074,129.05037037037036,24.254074074074076,5.3822222222222225,49.095555555555556,99.4511111111111,10.328814814814816,15.160222222222222,4.803851851851852,252.8385185185185,16,3,2015,Spring
2015-03-17,242.82074074074077,317.0407407407407,103.69111111111111,74.39925925925925,125.70296296296297,25.361481481481484,5.1070370370370375,49.35259259259259,94.43185185185185,9.507259259259259,14.68911111111111,4.652370370370371,276.9392592592593,17,3,2015,Spring
2015-03-18,244.28444444444446,292.18,107.72148148148148,78.43259259259258,128.20444444444442,24.431851851851853,4.801703703703704,50.894814814814815,105.27703703703703,9.386666666666667,13.49,5.252592592592593,248.71333333333337,18,3,2015,Spring
2015-03-19,232.39925925925928,294.80518518518517,103.16518518518518,75.63259259259259,123.1288888888889,26.888148148148147,5.052074074074074,51.34518518518519,94.86740740740741,10.460370370370372,15.113555555555555,4.910222222222222,261.76296296296294,19,3,2015,Spring
2015-03-20,249.31925925925924,310.1044444444444,104.95851851851852,74.51185185185186,121.69777777777779,25.574814814814815,5.004962962962963,52.39185185185185,98.38740740740741,9.439333333333334,14.796148148148148,4.393481481481482,244.95629629629627,20,3,2015,Spring
2015-03-21,243.93925925925927,310.15629629629626,105.32666666666667,81.63185185185185,114.06888888888888,25.244444444444444,5.124444444444444,47.22962962962963,97.08074074074074,9.547407407407409,15.841703703703704,4.82325925925926,260.23333333333335,21,3,2015,Spring
2015-03-22,237.6911111111111,288.6348148148148,103.00740740740741,75.73407407407407,118.24444444444444,25.048148148148147,5.178222222222222,48.32962962962963,110.91333333333333,10.225777777777777,14.80311111111111,5.263703703703704,244.60148148148147,22,3,2015,Spring
2015-03-23,266.6503703703704,277.3348148148148,101.7162962962963,72.04518518518519,130.9051851851852,25.392592592592592,4.868814814814814,54.816296296296294,93.67481481481482,10.476074074074074,15.185777777777778,5.034,239.15037037037035,23,3,2015,Spring
2015-03-24,231.94148148148147,310.59111111111116,92.9511111111111,78.57481481481481,119.92666666666666,25.267407407407408,4.962444444444444,53.13851851851852,99.53851851851853,10.46962962962963,15.62814814814815,4.831555555555555,258.8859259259259,24,3,2015,Spring
2015-03-25,241.5,297.72666666666663,102.07777777777778,76.03185185185184,132.43555555555554,26.545185185185183,4.967481481481482,54.30962962962963,94.53333333333333,9.743481481481481,15.032518518518518,4.458962962962963,245.63407407407405,25,3,2015,Spring
2015-03-26,240.63037037037037,285.1007407407407,98.99037037037037,77.87851851851852,128.24740740740742,23.740000000000002,5.127259259259259,50.29259259259259,104.0874074074074,9.60288888888889,14.696148148148149,4.222296296296296,249.46962962962965,26,3,2015,Spring
2015-03-27,248.15555555555557,274.8503703703704,102.14370370370371,79.08666666666667,137.93925925925925,24.685185185185187,4.790074074074074,50.611111111111114,104.5125925925926,10.25637037037037,15.502518518518519,4.8400740740740735,251.9496296296296,27,3,2015,Spring
2015-03-28,239.46888888888887,300.21999999999997,102.44518518518518,81.70518518518519,131.08666666666667,23.21851851851852,4.424444444444444,49.23555555555556,90.45777777777778,9.522962962962962,14.600592592592594,4.85437037037037,260.75481481481484,28,3,2015,Spring
2015-03-29,251.52962962962962,303.13111111111107,92.43037037037037,68.54222222222222,123.75925925925925,24.19333333333333,5.152962962962963,49.69703703703704,100.50592592592592,10.033407407407408,15.780074074074074,4.935629629629629,246.29851851851853,29,3,2015,Spring
2015-03-30,229.38222222222223,311.9592592592593,98.22,78.71777777777777,121.71851851851852,22.10962962962963,5.382962962962964,46.27037037037037,103.05777777777777,9.32111111111111,14.611333333333333,5.187333333333333,263.46444444444444,30,3,2015,Spring
2015-03-31,273.842962962963,298.85185185185185,95.7925925925926,78.55185185185185,118.33407407407408,24.66814814814815,4.855185185185186,47.62666666666667,104.96444444444445,9.883703703703704,15.76562962962963,5.221185185185186,234.41407407407408,31,3,2015,Spring
2015-04-01,252.02666666666664,302.53555555555556,112.97333333333333,79.51185185185186,119.9162962962963,27.722962962962963,5.016666666666667,50.86740740740741,103.1525925925926,10.183481481481481,15.007333333333333,4.849111111111111,252.39111111111114,1,4,2015,Spring
2015-04-02,240.11703703703702,326.8037037037037,94.1637037037037,76.07407407407408,121.52296296296295,21.83555555555556,4.942444444444445,49.95333333333333,96.28444444444445,9.937259259259259,16.18777777777778,4.874,247.0540740740741,2,4,2015,Spring
2015-04-03,252.47925925925924,278.23777777777775,99.62074074074073,72.30814814814815,117.67481481481482,28.5762962962963,5.026666666666666,50.136296296296294,98.85407407407406,9.620814814814814,14.449925925925927,4.774888888888889,234.55925925925925,3,4,2015,Spring
2015-04-04,264.0251851851852,288.4577777777778,95.02962962962962,78.93925925925926,132.98888888888888,26.67037037037037,4.927407407407408,56.38962962962963,95.79925925925926,9.646666666666667,16.067925925925927,4.566,251.69111111111113,4,4,2015,Spring
2015-04-05,248.4496296296296,312.49777777777774,100.96148148148147,72.20518518518519,126.49407407407408,24.978518518518516,4.7177037037037035,49.79481481481481,95.60518518518519,8.875925925925927,13.986518518518519,5.295703703703704,266.50888888888886,5,4,2015,Spring
2015-04-06,240.95629629629627,320.78592592592594,96.7237037037037,77.27407407407408,137.80296296296297,25.31925925925926,5.124444444444444,46.86518518518518,101.31333333333333,10.140296296296297,14.392962962962963,4.856296296296296,247.06592592592594,6,4,2015,Spring
2015-04-07,258.457037037037,310.06296296296296,106.33333333333333,79.0,134.5785185185185,26.82888888888889,4.989037037037037,49.91481481481482,102.97259259259259,11.424074074074074,15.26037037037037,5.057925925925925,247.60518518518515,7,4,2015,Spring
2015-04-08,260.73925925925926,325.0081481481481,94.81925925925927,78.8837037037037,126.02814814814815,24.179259259259258,5.1700740740740745,51.547407407407405,97.4562962962963,9.918666666666667,14.968148148148149,5.052814814814814,242.38814814814816,8,4,2015,Spring
2015-04-09,243.5785185185185,265.0607407407407,100.2674074074074,74.02222222222223,119.48666666666668,24.515555555555554,5.318074074074074,48.397777777777776,97.48148148148148,10.980962962962963,14.00525925925926,5.143555555555555,256.8214814814815,9,4,2015,Spring
2015-04-10,242.84888888888887,313.60962962962964,90.71851851851852,78.27925925925926,127.66148148148147,26.00814814814815,4.908222222222222,46.111111111111114,97.1,8.933555555555555,16.684518518518516,5.548148148148148,248.25111111111113,10,4,2015,Spring
2015-04-11,238.81555555555553,286.86888888888893,101.75407407407407,74.33851851851853,127.04740740740742,25.54222222222222,4.705777777777778,49.131851851851856,98.87703703703703,10.020666666666667,13.07674074074074,5.044814814814814,244.64518518518517,11,4,2015,Spring
2015-04-12,246.57259259259263,286.5385185185185,93.74444444444444,74.8474074074074,137.58814814814815,24.825185185185187,5.439629629629629,51.89851851851852,100.10074074074075,10.173407407407408,13.955555555555556,5.155555555555556,235.60592592592593,12,4,2015,Spring
2015-04-13,256.1103703703704,319.62666666666667,96.94666666666666,87.05777777777777,126.00962962962963,26.862962962962964,5.299333333333333,48.75333333333333,97.06222222222222,9.77074074074074,15.337185185185184,4.908518518518519,251.7348148148148,13,4,2015,Spring
2015-04-14,265.5133333333334,282.8274074074074,104.00444444444445,71.82296296296296,114.92962962962963,24.537777777777777,4.962962962962963,53.64592592592592,95.87629629629629,10.080740740740742,14.88651851851852,5.203925925925926,255.70296296296297,14,4,2015,Spring
2015-04-15,236.3051851851852,289.54814814814813,105.37703703703703,73.57037037037037,121.50296296296297,25.623703703703704,4.872222222222222,47.974074074074075,103.17925925925927,9.453999999999999,14.054296296296295,5.220000000000001,247.4688888888889,15,4,2015,Spring
2015-04-16,252.22518518518518,291.5688888888889,100.34666666666666,71.35111111111111,125.8911111111111,23.647407407407407,4.565037037037037,49.75259259259259,99.62814814814814,10.321851851851852,16.192,4.812148148148148,265.62666666666667,16,4,2015,Spring
2015-04-17,234.6562962962963,295.3874074074074,100.19111111111111,70.90296296296296,123.85925925925926,22.33555555555556,4.712740740740741,47.85925925925926,97.03407407407407,10.157777777777778,13.158740740740742,4.53037037037037,241.17407407407407,17,4,2015,Spring
2015-04-18,232.18962962962962,293.25481481481484,97.37851851851852,71.77925925925926,127.36148148148148,25.69925925925926,4.780814814814814,49.20962962962963,103.60814814814815,9.600222222222222,16.343925925925923,4.816740740740741,249.85851851851854,18,4,2015,Spring
2015-04-19,248.68740740740742,317.00296296296295,105.37629629629629,76.61333333333333,114.52666666666667,23.516296296296296,5.005703703703704,48.574814814814815,102.94222222222223,10.434666666666667,14.060814814814815,5.014444444444445,249.38074074074075,19,4,2015,Spring
2015-04-20,257.3222222222222,299.18148148148146,102.12148148148148,73.86888888888889,127.03777777777776,24.24222222222222,5.11,50.75703703703704,100.56074074074074,10.692222222222222,14.731333333333334,4.962074074074074,245.43925925925927,20,4,2015,Spring
2015-04-21,243.73037037037037,289.05925925925925,101.57333333333334,78.37925925925927,127.46,27.66,4.73637037037037,52.461481481481485,100.8037037037037,10.081777777777777,16.884962962962963,5.134666666666666,254.3711111111111,21,4,2015,Spring
2015-04-22,241.0962962962963,312.6259259259259,101.8911111111111,71.76518518518517,127.99185185185186,24.08888888888889,4.895851851851853,48.98814814814815,96.57407407407408,10.221555555555556,14.844962962962963,4.975185185185185,242.83703703703705,22,4,2015,Spring
2015-04-23,246.38074074074075,320.8237037037037,94.01333333333332,74.52148148148147,129.03777777777776,23.885185185185186,4.954444444444444,54.52074074074074,98.68444444444444,9.328518518518518,14.968296296296296,5.156592592592593,245.27185185185184,23,4,2015,Spring
2015-04-24,269.21555555555557,302.02296296296294,103.64,72.08148148148148,136.16444444444446,24.026666666666667,5.239333333333334,47.75703703703704,108.9674074074074,10.178814814814816,15.514962962962963,5.545555555555556,262.43703703703704,24,4,2015,Spring
2015-04-25,227.66074074074075,302.78740740740744,96.67999999999999,67.23629629629629,130.7,25.08962962962963,4.424814814814815,52.93259259259259,100.83555555555554,10.839481481481481,16.624296296296297,5.060740740740741,236.33925925925925,25,4,2015,Spring
2015-04-26,258.0540740740741,300.96,97.53037037037038,72.5325925925926,124.6674074074074,22.715555555555554,4.584814814814815,47.78888888888889,98.91037037037037,9.802666666666665,14.004592592592594,4.708074074074075,249.10666666666668,26,4,2015,Spring
2015-04-27,253.12814814814817,326.67555555555555,96.86962962962963,75.59703703703704,125.90222222222222,24.52,4.949481481481481,44.14740740740741,99.39925925925925,10.340296296296296,15.087703703703703,4.84437037037037,239.31925925925924,27,4,2015,Spring
